5.575184538	4.12607433	1.449110208
6.859079393	7.963295937	-1.104216544
5.556131677	5.510924095	0.045207583
5.537072587	5.771861954	-0.234789367
10.30625965	9.881677901	0.424581749
6.657933774	4.043603001	2.614330773
-0.70840518	3.926687727	-4.635092907
8.191001977	9.574422671	-1.383420694
3.44233954	2.760113146	0.682226394
5.037931752	5.28843325	-0.250501497
5.866861499	3.63177319	2.235088308
0.95761261	3.078882525	-2.121269915
4.604242034	2.256668911	2.347573123
9.988011705	5.471649665	4.51636204
5.660435054	6.437049664	-0.77661461
1.917280128	3.417299705	-1.500019577
-0.237235292	2.052723777	-2.289959069
5.03769272	6.339504262	-1.301811542
3.413202792	2.992232551	0.420970241
4.116781302	6.660381526	-2.543600224
2.913391518	4.878566292	-1.965174774
6.266010443	7.019518109	-0.753507666
6.956021327	7.403701002	-0.447679675
-1.107606859	1.138034826	-2.245641686
3.930555577	5.573666011	-1.643110435
